CSC,Description,Div,Dept,Class,Size,Retail Price,Item Status,On Spa,Vendor Name,Vendor Code,Division Name,Dept. Name,Class Name
921703,WHITE CLAW SURGE BLOOD ORANGE      473ml,Y,YG,YGE,473,3.0,S,No,CARLSON DISTRIBUTING COMPANY(000212),212,GIFT & SPECIAL ORDER - Y,GIFT & SPECIAL ORDER - YG,GIFT SETS - WINES
921704,BRICK  MORTAR ANDERSON PINOT NOIR  750ml,Y,YS,YSE,750,21.49,S,No,MSIX WINE GROUP dba BRICK AND MORTAR,VC0000200367,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921705,CHATEAU BAROUILLET SPLASH SEMILLON 750ml,Y,YS,YSE,750,27.9,S,No,USA WINE IMPORTS INC/ JENNY & FRANCOIS (002040),2040,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921706,BOSCO FALCONERIA NERO D'AVOLA      750ml,Y,YS,YSE,750,24.76,S,No,USA WINE IMPORTS INC/ JENNY & FRANCOIS (002040),2040,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921707,LOUKATOS TENTURA                   750ml,Y,YS,YSE,750,18.66,S,No,STELLAR IMPORTING CO. LLC (001186),1186,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921708,DOM. REMIZIERES CROZE PARTICULIERE 750ml,Y,YS,YSE,750,37.5,S,No,T. ELENTENY HOLDINGS (200009),VC0000200009,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921709,CHAT BONHOSTE BORDEAUX BLANC       750ml,Y,YS,YSE,750,15.99,S,No,"T. EDWARD WINES, LTD (200245)",VC0000200245,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921710,EMOIS SANCERRE 2019                750ml,Y,YS,YSE,750,30.72,U,No,"T. EDWARD WINES, LTD (200245)",VC0000200245,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921711,DYFI GIN                           750ml,Y,YS,YSA,750,60.32,S,No,BROADBENT SELECTIONS INC (002209),2209,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
921712,ARRAN QUARTER CASK SCOTCH          750ml,Y,YS,YSA,750,80.13,S,No,HOTALING & CO / ANCHOR (002064),2064,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
921713,ARRAN AMARONE FINISH SCOTCH        750ml,Y,YS,YSA,750,80.13,S,No,HOTALING & CO / ANCHOR (002064),2064,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
921714,ARRAN 18 YR MALT                   750ml,Y,YS,YSA,750,170.13,S,No,HOTALING & CO / ANCHOR (002064),2064,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
921715,2 ROW BREAKFAST IN A BARREL        473ml,Y,YS,YST,473,6.95,S,No,2 ROW BREWING (002291),2291,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921716,BOZAL IBERICO SACRIFICIO           750ml,Y,YS,YSA,750,108.99,S,No,3 BADGE BEVERAGE CORPORATION(001638),1638,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
921717,KIZAKURA MATCHA NIGORI             300ml,Y,YS,YSE,300,8.54,S,No,WISMETTAC ASIAN FOODS (001777),1777,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921718,PEDRONCELLI FRIENDS WHITE          750ml,Y,YS,YSE,750,11.96,S,No,PEDRONCELLI WINERY,695,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921719,THREE STICKS EVA MARIE PINOT NOIR  750ml,Y,YS,YSE,750,71.31,S,No,THREE STICKS LLC (001953),1953,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921720,THREE STICKS CASTENADA ROSE        750ml,Y,YS,YSE,750,32.82,S,No,THREE STICKS LLC (001953),1953,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921721,FIRESTONE WALKER DBL MIND HAZE     355ml,T,TN,TNP,355,2.69,U,No,CARLSON DISTRIBUTING COMPANY(000212),212,BEER,BEER - ALE,"ALE - HEAVY, PORTER, STOUT"
921722,FIRESTONE WALKER TEQ BARREL SUNRI 355 ml,Y,YS,YST,355,12.06,U,No,CARLSON DISTRIBUTING COMPANY(000212),212,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921723,FIRESTONE WALKER MEZCALIMO         355ml,Y,YS,YST,355,12.06,U,No,CARLSON DISTRIBUTING COMPANY(000212),212,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921724,ALPINE SPUR                       1000ml,A,AW,AWW,1000,24.5,S,No,G.A. LLC DBA ALPINE DISTILLING,VC0000200063,SPIRITS,WHISKEY,WHISKEY - DOMESTIC
921725,LA CHAPELLE GORDONNE ROSE          750ml,M,MP,MPX,750,31.99,1,Yes,VRANKEN POMMERY AMERICA,VC0000200337,WINE - BLUSH & ROSE,ROSE WINE,ROSE WINE - IMPORTED
921726,DULCE VIDA LIME                    750ml,Y,YS,YSA,750,26.49,S,No,"DV SPIRITS, LLC  (002354)",2354,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
921727,SHIMIZU NO MAI PURE JUNMAI         300ml,Y,YS,YSE,300,9.03,S,No,TERLATO (MARKHAM/ROCHIOLI)(000592),592,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921728,SHIMIZU NO MAI PURE SNOW SAKE   720 ml,G,GP,GPX,720,29.99,1,No,TERLATO ARTISAN / PATERNO (001396),1396,"WINE - FRUIT, CIDER, AND SAKE",SAKE,SAKE - IMPORTED
921729,DOMAINE DU BAGNOL CASSIS BLANC     750ml,Y,YS,YSE,750,35.04,S,No,ROSENTHAL WINE MERCHANT (000736),736,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921730,SALT FLATS MIDNIGHT RUN MAPLE BRBN 750ml,Y,YS,YSA,750,29.99,S,No,"SALT FLATS BREWERY, LLC (200244)",VC0000200244,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
921731,SALT FLATS COUPE DEVILLE BARREL AGE750ml,Y,YS,YSA,750,24.99,S,No,"SALT FLATS BREWERY, LLC (200244)",VC0000200244,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - SPIRITS
921732,VIGNETI DEL SOLE MONTPULCIANO     1500ml,P,PR,PRH,1500,23.99,D,No,"SKURNIK, MICHAEL WINES (001333)",1333,WINE - RED TABLE,RED WINE - IMPORTED,ITALIAN RED - CHIANTI
921733,VIGNETI DEL SOLE PINOT GRIGIO     1500ml,K,KR,KRK,1500,24.99,1,Yes,"SKURNIK, MICHAEL WINES (001333)",1333,WINE - WHITE TABLE,WHITE - IMPORTED,ITALIAN WHITE - PINOT GRIGIO
921734,STOLPMAN UNI BLEND WHITE'21        750ml,K,KF,KFP,750,25.83,L,No,STOLPMAN VINEYARDS LLC (001979),1979,WINE - WHITE TABLE,WHITE WINE - GENERIC,WHITE GENERIC - TABLE & PROPRIETARY
921735,LONE PINE CINNAMON TOASTIES       473 ml,Y,YS,YST,473,3.99,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921736,LONE PINE MIST MACHINE DIPA       473 ml,Y,YS,YST,473,3.99,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921737,DAOU CHARDONNAY RESERVE            750ml,K,KK,KKB,750,39.99,L,No,DAOU VINEYARDS LLC(002015),2015,WINE - WHITE TABLE,WHITE WINE - VARIETAL,WHITE VARIETAL - CHARDONNAY
921738,HAPPY CANYON PIOCHO RED BLEND 2017 750ml,Y,YS,YSE,750,40.32,S,No,"HAPPY CANYON VINEYARDS, LLC",VC0000200525,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921739,CAVE SPRING RIESLING ICE WINE      375ml,E,EV,EVL,375,59.99,L,No,MHW/H B WINE MER/R SHACK SELEC (001312),1312,"WINE - DESSERT, APERITIF, & LATE HARVEST",WINE - LATE HARVEST,"LATE HARVEST - RIESLING, BA, TBA, ICE"
921740,MIKE HESS HARD CHARGER             355ml,Y,YS,YST,355,2.87,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921741,MIKE HESS GRAPEFRUIT SOLIS IPA     355ml,Y,YS,YST,355,2.49,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921742,COLORADO CIDER CO CHERRY GLIDER  19000ml,Y,YS,YSE,19000,139.99,S,No,IBANTIK CRAFT BEVERAGES,VC0000200559,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921743,BERGESIO COLLEZIONE ALAGAL         750ml,Y,YS,YSE,750,31.63,S,No,BON VIVANT IMPORTS-EAST(001643),1643,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921744,ILLYRIA TRNJAK RED                 750ml,P,PR,PRZ,750,31.5,L,No,CHANDEL & CHANDEL INC (200529),VC0000200529,WINE - RED TABLE,RED WINE - IMPORTED,IMPORTED RED - MISC
921745,ILLYRIA VRANAC DRY RED             750ml,P,PR,PRZ,750,20.99,L,No,CHANDEL & CHANDEL INC (200529),VC0000200529,WINE - RED TABLE,RED WINE - IMPORTED,IMPORTED RED - MISC
921746,ILLYRIA STONE CUVEE WHITE          750ml,K,KR,KRY,750,20.99,L,No,CHANDEL & CHANDEL INC (200529),VC0000200529,WINE - WHITE TABLE,WHITE - IMPORTED,IMPORTED WHITE - MISC
921747,JONATA TODOS RED BLEND 2017        750ml,Y,YS,YSE,750,47.8,S,No,COOL HAND VINEYARD DBA JONATA/HILT/PARIN (001567),1567,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921748,PORTER AND PLOT CABERNET 2018      750ml,Y,YS,YSE,750,16.78,S,No,BWSC DBA WINC (200072),VC0000200072,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921749,DOMAINE OTT ROMASSAN BANDOL 2020   750ml,Y,YS,YSE,750,65.1,S,No,MAISONS MARQUES & DOMAINES / EAST (002225),2225,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921750,CHATEAU CLARKE 2016                750ml,Y,YS,YSE,750,77.4,S,No,WILSON DANIELS LTD/BERGEN (000927),927,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921751,CHATEAU DES LAURETS BARON'15       750ml,Y,YS,YSE,750,89.54,S,No,WILSON DANIELS LTD/BERGEN (000927),927,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921752,TORRES PURGATORI'18               750ml,Y,YS,YSE,750,50.37,S,No,WILSON DANIELS LTD/BERGEN (000927),927,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921753,STOLPMAN LOVE YOU BUNCHES ROSÉ     750ml,Y,YS,YSE,750,17.51,S,No,STOLPMAN VINEYARDS LLC (001979),1979,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921754,RED ROCK BACK DOOR SERIES IPA     500 ml,Y,YS,YST,500,5.04,U,No,RED ROCK BREWERY LC. (001809),1809,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921755,NEWFOUND CHARDONNAY                750ml,Y,YS,YSE,750,43.52,S,No,NEWFOUND WINES (200510),VC0000200510,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921756,NEWFOUND PINOT NOIR                750ml,Y,YS,YSE,750,39.24,S,No,NEWFOUND WINES (200510),VC0000200510,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921757,NEWFOUND MOUVEDRE                  750ml,Y,YS,YSE,750,39.24,S,No,NEWFOUND WINES (200510),VC0000200510,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921760,SIMPLICITY BOURBON WHISKEY        355 ml,A,AW,AWH,355,16.99,1,No,GENERAL DISTRIBUTION COMPANY(000348),348,SPIRITS,WHISKEY,WHISKEY - BOURBON & TENNESSEE
921761,PRAIRIE ALES BECKY STOUT    355 ml,Y,YS,YST,355,8.49,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921762,PRAIRIE ALES BA FRENCH TOAST  355 ml,Y,YS,YST,355,10.99,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921763,PRAIRIE ALES BA INDULGE ME,Y,YS,YST,355,10.99,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921764,PRAIRIE ALES SEASICK CROCODILE,Y,YS,YST,355,2.99,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921765,BOMBASTIC RASPBERRY DAZZLE WITBIER 473ml,Y,YS,YST,473,3.59,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921766,ST. FEUILLIEN QUADRUPLE           330 ml,Y,YS,YST,330,5.99,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921767,SURLY LOGIC BOMB     473 ml,Y,YS,YST,473,3.0,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921768,SURLY CONTROLLED CHAOS        355ml,Y,YS,YST,355,3.29,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921769,KRASNO ORANGE                      750ml,Y,YS,YSE,750,17.99,S,No,LAUREATE IMPORTS & MARKETING CO (200530),VC0000200530,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921770,FIEST '99 VINTAGE PORT             750ml,Y,YS,YSE,750,30.72,S,No,WINE BRIDGE IMPORTS (200010),VC0000200010,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921772,LEVEL CROSSING WHITE SALAMANDER DIP473ml,Y,YS,YST,473,6.0,S,No,LEVEL CROSSING BREWING CO (200347),VC0000200347,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921773,MARGERUM M5 ESTATE WH RHONE BLEND  750ml,K,KK,KKU,750,29.55,D,No,MARGERUM WINE COMPANY (200532),VC0000200532,WINE - WHITE TABLE,WHITE WINE - VARIETAL,WHITE VARIETAL - MISC
921774,1865 CABERNET SAUVIGNON SAN PEDRO  750ml,Y,YS,YSE,750,17.76,U,No,SHAW ROSS INT'L IMPORTERS LLC(000838),838,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921775,FREELANDER CHARDONNAY              750ml,K,KK,KKB,750,15.06,1,No,PAVILION WINERY(001633),1633,WINE - WHITE TABLE,WHITE WINE - VARIETAL,WHITE VARIETAL - CHARDONNAY
921776,E9 GHOSTWALKER IPA                473 ml,Y,YS,YST,473,2.99,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921777,PORTLANDIA PINOT GRIS              750ml,K,KK,KKH,750,14.99,1,No,WINE HOOLIGANS/SANTA ROSA(002195),2195,WINE - WHITE TABLE,WHITE WINE - VARIETAL,WHITE VARIETAL - PINOT GRIS
921778,CAVE SPRING RIESLING               750ml,K,KK,KKR,750,18.99,1,No,MHW/H B WINE MER/R SHACK SELEC (001312),1312,WINE - WHITE TABLE,WHITE WINE - VARIETAL,WHITE VARIETAL - RIESLING
921779,LE VIGNE SAUVIGNON BLANC           750ml,K,KK,KKD,750,15.99,D,No,LE VIGNE WINERY (200447),VC0000200447,WINE - WHITE TABLE,WHITE WINE - VARIETAL,WHITE VARIETAL - SAUVIGNON BLANC
921780,SPRING SEED SB FORGET ME NOT BLEND    75,K,KR,KRT,750,20.99,1,No,EPICUREAN WINES INC.(001201),1201,WINE - WHITE TABLE,WHITE - IMPORTED,AUSTRALIAN WHITE
921783,MOSELLAND BLUE RIESLING QBA        750ml,K,KR,KRH,750,10.2,1,No,HALBY MARKETING/IMPORTS,463,WINE - WHITE TABLE,WHITE - IMPORTED,GERMAN WHITE - MOSEL
921784,PIETRAMORE TREBB MET ANCESTRAL     750ml,K,KR,KRL,750,22.99,L,No,COMMUNAL BRANDS (001890),1890,WINE - WHITE TABLE,WHITE - IMPORTED,ITALIAN WHITE - MISC DOC
921787,TIDE CHASER CABERNET               750ml,P,PR,PRY,750,9.99,1,Yes,LA UVA dba SHOTTESBROOKE USA (200522),VC0000200522,WINE - RED TABLE,RED WINE - IMPORTED,AUSTRALIAN RED
921789,2 COPAS CABERNET                   750ml,P,PR,PRT,750,9.99,D,No,WINE BRIDGE IMPORTS (200010),VC0000200010,WINE - RED TABLE,RED WINE - IMPORTED,CHILEAN RED
921790,BODEGA GARZON TANNAT SNGL VYD      750ml,P,PR,PRZ,750,35.99,1,Yes,OPICI IMPORT COMPANY / EAST / VINELORE (201150),VC0000201150,WINE - RED TABLE,RED WINE - IMPORTED,IMPORTED RED - MISC
921791,SEBASTIEN BESSON BEAUJ VILLAGES    750ml,P,PR,PRC,750,16.99,L,No,BON VIVANT IMPORTS-EAST(001643),1643,WINE - RED TABLE,RED WINE - IMPORTED,FRENCH RED - BEAUJOLAIS
921792,GREYWACKE PINOT NOIR               750ml,P,PR,PRW,750,35.48,L,No,OLD BRIDGE CELLARS (000666),666,WINE - RED TABLE,RED WINE - IMPORTED,NEW ZEALAND RED
921793,MESQUIDA MORA ACROLLAM BLANCO      750ml,Y,YS,YSE,750,14.08,S,No,BON VIVANT IMPORTS-EAST(001643),1643,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921794,QUINTA DO MONT CEPA PURA ARAGONEZ  750ml,Y,YS,YSE,750,14.33,S,No,BON VIVANT IMPORTS-EAST(001643),1643,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921795,PUIGGROS IMPREVISIBLE GARN BLANCA  750ml,Y,YS,YSE,750,20.29,S,No,BON VIVANT IMPORTS-EAST(001643),1643,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921796,MICHAEL DAVID LODI RED             750ml,P,PF,PFP,750,13.99,1,Yes,PHILLIPS FARMS LLC //MICHAEL DAVID WINER(001370),1370,WINE - RED TABLE,RED TABLE - GENERIC,RED GENERIC - RED TABLE & PROPRIETARY
921797,PAVETTE CABERNET SAUVIGNON         750ml,P,PL,PLB,750,11.99,L,No,VALKYRIE SELECTIONS (200058),VC0000200058,WINE - RED TABLE,RED WINE - VARIETAL,RED VARIETAL - CABERNET
921798,PAVETTE PINOT NOIR                 750ml,P,PL,PLR,750,11.99,L,No,VALKYRIE SELECTIONS (200058),VC0000200058,WINE - RED TABLE,RED WINE - VARIETAL,RED VARIETAL - PINOT NOIR
921799,BLOODROOT PINOT NOIR'22        750ml,P,PL,PLR,750,24.99,L,No,REEVE WINES (200555),VC0000200555,WINE - RED TABLE,RED WINE - VARIETAL,RED VARIETAL - PINOT NOIR
921800,HALTER RANCH SYRAH                 750ml,P,PL,PLJ,750,31.89,L,No,HALTER RANCH VINEYARD (200339),VC0000200339,WINE - RED TABLE,RED WINE - VARIETAL,"RED VARIETAL - SYRAH, PETITE SIRAH"
921801,HEIDSIECK CO MONOPOLE EXTRA DRY    750ml,I,IP,IPH,750,47.99,1,Yes,VRANKEN POMMERY AMERICA,VC0000200337,WINE - CHAMPAGNE & SPARKLING,SPARKLING BY ORIGIN,SPARKLING WINE - FRENCH & CHAMPAGNE
921802,PEBBLE LANE CHARDONNAY             750ml,Y,YS,YSE,750,6.28,S,No,SCHEID FAMILY WINES (200357),VC0000200357,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921804,CUPCAKE LIGHTHEARTED SAUVIGNON BLA 750ml,Y,YS,YSE,750,11.99,S,No,WINE GROUP (000600),600,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921805,LA RIVOLTA AGLIANICO DEL TABURNO   750ml,Y,YS,YSE,750,27.74,S,No,"T. EDWARD WINES, LTD (200245)",VC0000200245,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921806,FLENSBURGER BOCK                   331ml,Y,YS,YST,331,3.82,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921807,DUCLAW SOUR ME UNICORN FARTS       473ml,Y,YS,YST,473,2.5,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921808,MAISON BLANCHE LE COLOMBIER        750ml,Y,YS,YSE,750,30.25,S,No,T. ELENTENY/SELECTION MASSALE (001986),1986,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921809,DOMAINE SANTAMARIA PATRIMONIO BLANC750ml,Y,YS,YSE,750,26.8,S,No,T. ELENTENY/SELECTION MASSALE (001986),1986,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921810,HIGHLANDS 41 CABERNET              750ml,Y,YS,YSE,750,17.06,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921811,HIGHLANDS 41 PINOT NOIR            750ml,Y,YS,YSE,750,17.06,S,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921812,HIGHLANDS 41 BLACK GRANITE         750ml,Y,YS,YSE,750,17.06,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921813,HIGHLANDS 41 CHARDONNAY            750ml,Y,YS,YSE,750,15.07,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921814,PEDRONCELLI FRIENDS RED 2018       750ml,Y,YS,YSE,750,11.96,S,No,PEDRONCELLI WINERY,695,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921815,SANS SAUVIGNON BLANC               375ml,Y,YS,YSE,375,8.63,S,No,SANS WINE CO.,511,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921816,SANS ZINFANDEL                     375ml,Y,YS,YSE,375,8.63,S,No,SANS WINE CO.,511,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921817,ASSIDUOUS WINES MIXED CASE         750ml,Y,YS,YSE,750,38.4,S,No,MAYO CELLARS (200534),VC0000200534,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921818,DC BRAU CONTINUING RESOLUTION IPA  473ml,Y,YS,YST,473,3.99,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921819,ELGOODS COOLSHIP SOUR MANGO        330ml,Y,YS,YST,330,4.98,U,No,GOLDEN BEVERAGE (000398),398,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921820,CHAOS THEORY RED BLEND             750ml,P,PL,PLU,750,43.91,1,No,BROWN ESTATE (002423),2423,WINE - RED TABLE,RED WINE - VARIETAL,RED VARIETAL - MISC
921821,HOUSE OF BROWN CHARDONNAY          750ml,K,KK,KKB,750,22.29,1,No,BROWN ESTATE (002423),2423,WINE - WHITE TABLE,WHITE WINE - VARIETAL,WHITE VARIETAL - CHARDONNAY
921822,COMPONENT SAUV BL CALDWELL'20   75 750ml,Y,YS,YSE,750,81.98,S,No,"COMPONENT WINE COMPANY, LLC (200535)",VC0000200535,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921823,COMPONENT CARRIERE CAB FRANC 2017  750ml,Y,YS,YSE,750,243.68,S,No,"COMPONENT WINE COMPANY, LLC (200535)",VC0000200535,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921824,STATE OF MIND AMITY PINOT NOIR'18  750ml,Y,YS,YSE,750,70.09,S,No,"STATE OF MIND, LLC (200537)",VC0000200537,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921825,STATE OF MIND AMITY CHARDONNAY 2018750ml,Y,YS,YSE,750,70.09,S,No,"STATE OF MIND, LLC (200537)",VC0000200537,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921826,GAGNON-KENNEDY VIN FRAICHE FCWF GT  750m,Y,YS,YSE,750,8.51,S,No,"GAGNON-KENNEDY VINEYARDS, LLC (200536)",VC0000200536,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921827,GAGNON-KENNEDY VIN FRAICHE PCWF BOF  750,Y,YS,YSE,750,8.51,S,No,"GAGNON-KENNEDY VINEYARDS, LLC (200536)",VC0000200536,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - WINE
921828,PIPEWORKS AMBER LAGER             473 ml,Y,YS,YST,473,3.5,S,No,"INDEPENDENT ALLIANCE, LLC (200344)",VC0000200344,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921829,PIPEWORKS HORCHATA             473 ml,Y,YS,YST,473,3.5,S,No,"INDEPENDENT ALLIANCE, LLC (200344)",VC0000200344,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
921830,PIPEWORKS TIGERS OF THE SEA   473 ml,Y,YS,YST,473,4.0,S,No,"INDEPENDENT ALLIANCE, LLC (200344)",VC0000200344,GIFT & SPECIAL ORDER - Y,SPECIAL ORDERS,SPECIAL ORDERS - BEER
